# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 O+5 O+6 Si+ Si+2 Si+3 log_nH parameters
134896000000000.0 2872270000000000.0 440839000000.0 259765000000.0 526281000.0 0.0 0.0 74890800000.0 8922810000.0 976006000.0 -1.86 [-1.86]
134896000000000.0 2734270000000000.0 428015000000.0 240283000000.0 449353000.0 0.0 0.0 72117600000.0 7918900000.0 861062000.0 -1.84 [-1.84]
134896000000000.0 2603230000000000.0 415413000000.0 222201000000.0 383605000.0 0.0 0.0 69417400000.0 7024500000.0 759802000.0 -1.82 [-1.82]
134896000000000.0 2478840000000000.0 403046000000.0 205432000000.0 327446000.0 0.0 0.0 66793300000.0 6228990000.0 670608000.0 -1.8 [-1.8]
134896000000000.0 2360930000000000.0 390941000000.0 189912000000.0 279548000.0 0.0 0.0 64251800000.0 5523010000.0 592127000.0 -1.78 [-1.78]
134896000000000.0 2248080000000000.0 378989000000.0 175415000000.0 238412000.0 0.0 0.0 61767400000.0 4893240000.0 522558000.0 -1.76 [-1.76]
134896000000000.0 2141550000000000.0 367363000000.0 162072000000.0 203482000.0 0.0 0.0 59381400000.0 4335120000.0 461555000.0 -1.74 [-1.74]
134896000000000.0 2040480000000000.0 356007000000.0 149731000000.0 173696000.0 0.0 0.0 57077500000.0 3841140000.0 407822000.0 -1.72 [-1.72]
134896000000000.0 1944580000000000.0 344927000000.0 138320000000.0 148301000.0 0.0 0.0 54856000000.0 3404220000.0 360485000.0 -1.7 [-1.7]
134896000000000.0 1853580000000000.0 334127000000.0 127776000000.0 126652000.0 0.0 0.0 52716400000.0 3017980000.0 318774000.0 -1.68 [-1.68]
134896000000000.0 1767710000000000.0 323669000000.0 118089000000.0 108272000.0 0.0 0.0 50670400000.0 2677830000.0 282158000.0 -1.66 [-1.66]
134896000000000.0 1685290000000000.0 313377000000.0 109041000000.0 92466900.0 0.0 0.0 48680100000.0 2375050000.0 249600000.0 -1.64 [-1.64]
134896000000000.0 1607410000000000.0 303414000000.0 100725000000.0 79041100.0 0.0 0.0 46777900000.0 2108280000.0 220987000.0 -1.62 [-1.62]
134896000000000.0 1534160000000000.0 293826000000.0 93120300000.0 67670000.0 0.0 0.0 44970500000.0 1873900000.0 195912000.0 -1.6 [-1.6]
134896000000000.0 1463500000000000.0 284368000000.0 85989200000.0 57854800.0 0.0 0.0 43208400000.0 1664540000.0 173521000.0 -1.58 [-1.58]
134896000000000.0 1396950000000000.0 275265000000.0 79463900000.0 49535300.0 0.0 0.0 41534100000.0 1480380000.0 153875000.0 -1.56 [-1.56]
134896000000000.0 1333730000000000.0 266439000000.0 73443400000.0 42435800.0 0.0 0.0 39930500000.0 1317400000.0 136522000.0 -1.54 [-1.54]
134896000000000.0 1273670000000000.0 257886000000.0 67889800000.0 36375400.0 0.0 0.0 38395500000.0 1173120000.0 121190000.0 -1.52 [-1.52]
134896000000000.0 1216790000000000.0 249630000000.0 62783200000.0 31211600.0 0.0 0.0 36931500000.0 1045570000.0 107667000.0 -1.5 [-1.5]
134896000000000.0 1162550000000000.0 241611000000.0 58056600000.0 26788500.0 0.0 0.0 35526100000.0 932217000.0 95678100.0 -1.48 [-1.48]
134896000000000.0 1110970000000000.0 233851000000.0 53696400000.0 23007900.0 0.0 0.0 34181900000.0 831652000.0 85070800.0 -1.46 [-1.46]
134896000000000.0 1061930000000000.0 226345000000.0 49674000000.0 19774600.0 0.0 0.0 32896600000.0 742360000.0 75681600.0 -1.44 [-1.44]
134896000000000.0 1015280000000000.0 219088000000.0 45963100000.0 17008200.0 0.0 0.0 31667800000.0 663021000.0 67366800.0 -1.42 [-1.42]
134896000000000.0 970888000000000.0 212075000000.0 42539400000.0 14639900.0 0.0 0.0 30493100000.0 592472000.0 60000100.0 -1.4 [-1.4]
134896000000000.0 928643000000000.0 205298000000.0 39380300000.0 12611100.0 0.0 0.0 29370200000.0 529691000.0 53470200.0 -1.38 [-1.38]
134896000000000.0 888428000000000.0 198754000000.0 36465200000.0 10872300.0 0.0 0.0 28297100000.0 473782000.0 47679400.0 -1.36 [-1.36]
134896000000000.0 850135000000000.0 192434000000.0 33774800000.0 9380980.0 0.0 0.0 27271500000.0 423955000.0 42541600.0 -1.34 [-1.34]
134896000000000.0 813798000000000.0 186358000000.0 31300500000.0 8104280.0 0.0 0.0 26294900000.0 379639000.0 37991500.0 -1.32 [-1.32]
134896000000000.0 779050000000000.0 180471000000.0 29007600000.0 7004750.0 0.0 0.0 25358000000.0 339967000.0 33939800.0 -1.3 [-1.3]
134896000000000.0 745774000000000.0 174764000000.0 26880400000.0 6056660.0 0.0 0.0 24458200000.0 304386000.0 30328200.0 -1.28 [-1.28]
134896000000000.0 714221000000000.0 169287000000.0 24926100000.0 5244400.0 0.0 0.0 23602500000.0 272740000.0 27128600.0 -1.26 [-1.26]
134896000000000.0 684141000000000.0 164006000000.0 23121300000.0 4545350.0 0.0 0.0 22784800000.0 244448000.0 24282600.0 -1.24 [-1.24]
134896000000000.0 655458000000000.0 158915000000.0 21454100000.0 3943260.0 0.0 0.0 22003200000.0 219135000.0 21749700.0 -1.22 [-1.22]
134896000000000.0 628101000000000.0 154007000000.0 19913700000.0 3424260.0 0.0 0.0 21256100000.0 196473000.0 19494200.0 -1.2 [-1.2]
134896000000000.0 602002000000000.0 149277000000.0 18490100000.0 2976540.0 0.0 0.0 20541900000.0 176174000.0 17484600.0 -1.18 [-1.18]
134896000000000.0 577099000000000.0 144719000000.0 17174300000.0 2589980.0 0.0 0.0 19859000000.0 157985000.0 15693200.0 -1.16 [-1.16]
134896000000000.0 553304000000000.0 140323000000.0 15956400000.0 2255710.0 0.0 0.0 19205400000.0 141662000.0 14094200.0 -1.14 [-1.14]
134896000000000.0 530776000000000.0 136123000000.0 14839100000.0 1968160.0 0.0 0.0 18585600000.0 127121000.0 12674300.0 -1.12 [-1.12]
134896000000000.0 509108000000000.0 132047000000.0 13798100000.0 1717960.0 0.0 0.0 17988400000.0 113992000.0 11400200.0 -1.1 [-1.1]
134896000000000.0 488415000000000.0 128122000000.0 12834900000.0 1501180.0 0.0 0.0 17417300000.0 102209000.0 10261800.0 -1.08 [-1.08]
134896000000000.0 468647000000000.0 124342000000.0 11943500000.0 1313180.0 0.0 0.0 16871000000.0 91629900.0 9243860.0 -1.06 [-1.06]
134896000000000.0 449761000000000.0 120701000000.0 11118300000.0 1150000.0 0.0 0.0 16348300000.0 82130800.0 8333190.0 -1.04 [-1.04]
134896000000000.0 431713000000000.0 117196000000.0 10354200000.0 1008230.0 0.0 0.0 15848200000.0 73599100.0 7517920.0 -1.02 [-1.02]
134896000000000.0 414462000000000.0 113820000000.0 9646390000.0 884930.0 0.0 0.0 15369700000.0 65935000.0 6787610.0 -1.0 [-1.0]
134896000000000.0 397970000000000.0 110570000000.0 8990570000.0 777592.0 0.0 0.0 14911600000.0 59049400.0 6132950.0 -0.98 [-0.98]
134896000000000.0 382199000000000.0 107440000000.0 8382740000.0 684061.0 0.0 0.0 14473200000.0 52862900.0 5545740.0 -0.96 [-0.96]
134896000000000.0 367117000000000.0 104427000000.0 7819200000.0 602477.0 0.0 0.0 14053500000.0 47304300.0 5018670.0 -0.94 [-0.94]
134896000000000.0 352688000000000.0 101525000000.0 7296550000.0 531240.0 0.0 0.0 13651600000.0 42310000.0 4545260.0 -0.92 [-0.92]
134896000000000.0 338883000000000.0 98731300000.0 6811660000.0 468974.0 0.0 0.0 13266800000.0 37823000.0 4119760.0 -0.9 [-0.9]
134896000000000.0 325671000000000.0 96040900000.0 6361660000.0 414494.0 0.0 0.0 12898100000.0 33792300.0 3737050.0 -0.88 [-0.88]
134896000000000.0 313024000000000.0 93450100000.0 5943870000.0 366774.0 0.0 0.0 12545000000.0 30172200.0 3392590.0 -0.86 [-0.86]
134896000000000.0 300917000000000.0 90955100000.0 5555870000.0 324933.0 0.0 0.0 12206600000.0 26921400.0 3082330.0 -0.84 [-0.84]
134896000000000.0 289323000000000.0 88552200000.0 5195410000.0 288207.0 0.0 0.0 11882400000.0 24003200.0 2802690.0 -0.82 [-0.82]
134896000000000.0 278218000000000.0 86237700000.0 4860390000.0 255935.0 0.0 0.0 11571600000.0 21384400.0 2550450.0 -0.8 [-0.8]
134896000000000.0 267578000000000.0 84008100000.0 4548550000.0 227536.0 0.0 0.0 11273600000.0 19033700.0 2322760.0 -0.78 [-0.78]
134896000000000.0 257381000000000.0 81860700000.0 4257430000.0 202502.0 0.0 0.0 10987800000.0 16924600.0 2117070.0 -0.76 [-0.76]
134896000000000.0 247609000000000.0 79791800000.0 3986530000.0 180435.0 0.0 0.0 10713800000.0 15035100.0 1931140.0 -0.74 [-0.74]
134896000000000.0 238242000000000.0 77798200000.0 3734330000.0 160961.0 0.0 0.0 10450900000.0 13343300.0 1762950.0 -0.72 [-0.72]
134896000000000.0 229262000000000.0 75876900000.0 3499460000.0 143757.0 0.0 0.0 10198800000.0 11829300.0 1610680.0 -0.7 [-0.7]
134896000000000.0 220650000000000.0 74024900000.0 3280620000.0 128542.0 0.0 0.0 9956870000.0 10475600.0 1472740.0 -0.68 [-0.68]
134896000000000.0 212391000000000.0 72239500000.0 3076670000.0 115071.0 0.0 0.0 9724690000.0 9266030.0 1347670.0 -0.66 [-0.66]
134896000000000.0 204467000000000.0 70517900000.0 2886490000.0 103131.0 0.0 0.0 9501820000.0 8186050.0 1234200.0 -0.64 [-0.64]
134896000000000.0 196864000000000.0 68857600000.0 2709080000.0 92536.1 0.0 0.0 9287850000.0 7222910.0 1131160.0 -0.62 [-0.62]
134896000000000.0 189567000000000.0 67255900000.0 2543530000.0 83124.4 0.0 0.0 9082380000.0 6364620.0 1037540.0 -0.6 [-0.6]
134896000000000.0 182563000000000.0 65710500000.0 2388970000.0 74754.6 0.0 0.0 8885030000.0 5600660.0 952396.0 -0.58 [-0.58]
134896000000000.0 175838000000000.0 64219000000.0 2244620000.0 67303.1 0.0 0.0 8695440000.0 4921520.0 874911.0 -0.56 [-0.56]
134896000000000.0 169379000000000.0 62779200000.0 2109750000.0 60661.9 0.0 0.0 8513270000.0 4318250.0 804342.0 -0.54 [-0.54]
134896000000000.0 163176000000000.0 61388800000.0 1983670000.0 54736.3 0.0 0.0 8338180000.0 3783450.0 740021.0 -0.52 [-0.52]
134896000000000.0 157215000000000.0 60045900000.0 1865780000.0 49443.5 0.0 0.0 8169870000.0 3309640.0 681352.0 -0.5 [-0.5]
134896000000000.0 151488000000000.0 58748200000.0 1755480000.0 44710.7 0.0 0.0 8008030000.0 2890710.0 627797.0 -0.48 [-0.48]
134896000000000.0 145982000000000.0 57494000000.0 1652260000.0 40474.0 0.0 0.0 7852380000.0 2520830.0 578874.0 -0.46 [-0.46]
134896000000000.0 140690000000000.0 56281400000.0 1555610000.0 36677.5 0.0 0.0 7702650000.0 2194900.0 534150.0 -0.44 [-0.44]
134896000000000.0 135601000000000.0 55108500000.0 1465090000.0 33271.7 0.0 0.0 7558590000.0 1908150.0 493233.0 -0.42 [-0.42]
134896000000000.0 130706000000000.0 53973700000.0 1380270000.0 30213.1 0.0 0.0 7419940000.0 1656320.0 455772.0 -0.4 [-0.4]
134896000000000.0 125997000000000.0 52875100000.0 1300760000.0 27463.4 0.0 0.0 7286460000.0 1435580.0 421448.0 -0.38 [-0.38]
134896000000000.0 121466000000000.0 51811100000.0 1226180000.0 24988.8 0.0 0.0 7157930000.0 1242460.0 389976.0 -0.36 [-0.36]
134896000000000.0 117104000000000.0 50780100000.0 1156220000.0 22759.3 0.0 0.0 7034120000.0 1073880.0 361096.0 -0.34 [-0.34]
134896000000000.0 112906000000000.0 49780600000.0 1090550000.0 20748.6 0.0 0.0 6914840000.0 927065.0 334578.0 -0.32 [-0.32]
134896000000000.0 108864000000000.0 48811500000.0 1028900000.0 18933.7 0.0 0.0 6799920000.0 799567.0 310212.0 -0.3 [-0.3]
134896000000000.0 104971000000000.0 47871100000.0 971000000.0 17293.5 0.0 0.0 6689150000.0 689062.0 287805.0 -0.28 [-0.28]
134896000000000.0 101221000000000.0 46957800000.0 916590000.0 15809.7 0.0 0.0 6582330000.0 593514.0 267185.0 -0.26 [-0.26]
134896000000000.0 97607100000000.0 46070500000.0 865448000.0 14466.1 0.0 0.0 6479310000.0 511127.0 248197.0 -0.24 [-0.24]
134896000000000.0 94124300000000.0 45207800000.0 817358000.0 13248.2 0.0 0.0 6379920000.0 440257.0 230698.0 -0.22 [-0.22]
134896000000000.0 90755400000000.0 44365500000.0 771979000.0 12141.4 0.0 0.0 6283670000.0 379401.0 214539.0 -0.2 [-0.2]
134896000000000.0 87518500000000.0 43548300000.0 729423000.0 11137.9 0.0 0.0 6191080000.0 327393.0 199649.0 -0.18 [-0.18]
134896000000000.0 84396300000000.0 42752000000.0 689366000.0 10225.7 0.0 0.0 6101660000.0 283001.0 185899.0 -0.16 [-0.16]
134896000000000.0 81394300000000.0 41978100000.0 651763000.0 9396.93 0.0 0.0 6015580000.0 245236.0 173209.0 -0.14 [-0.14]
134896000000000.0 78486600000000.0 41219700000.0 616222000.0 8640.64 0.0 0.0 5932080000.0 213104.0 161457.0 -0.12 [-0.12]
134896000000000.0 75681000000000.0 40479100000.0 582745000.0 7951.21 0.0 0.0 5851380000.0 185873.0 150584.0 -0.1 [-0.1]
134896000000000.0 72970200000000.0 39754200000.0 551181000.0 7321.94 0.0 0.0 5773280000.0 162787.0 140514.0 -0.08 [-0.08]
134896000000000.0 70354400000000.0 39045100000.0 521440000.0 6747.31 0.0 0.0 5697780000.0 143287.0 131186.0 -0.06 [-0.06]
134896000000000.0 67827100000000.0 38350100000.0 493393000.0 0.0 0.0 0.0 5624690000.0 126790.0 122538.0 -0.04 [-0.04]
134896000000000.0 65378000000000.0 37666000000.0 466865000.0 0.0 0.0 0.0 5553700000.0 112828.0 114505.0 -0.02 [-0.02]
134896000000000.0 63018900000000.0 36996400000.0 441920000.0 0.0 0.0 0.0 5485180000.0 101019.0 107058.0 -0.0 [-0.0]
