# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 O+5 O+6 Si+ Si+2 Si+3 log_nH parameters
134896000000000.0 2115230000000000.0 206895000000.0 87120100000.0 89927400.0 0.0 0.0 30274400000.0 5181030000.0 219391000.0 -1.66 [-1.66]
134896000000000.0 2018550000000000.0 200600000000.0 80659000000.0 76926700.0 0.0 0.0 29254800000.0 4692520000.0 193716000.0 -1.64 [-1.64]
134896000000000.0 1926550000000000.0 194451000000.0 74667600000.0 65813100.0 0.0 0.0 28261200000.0 4249090000.0 171094000.0 -1.62 [-1.62]
134896000000000.0 1839010000000000.0 188450000000.0 69113900000.0 56314100.0 0.0 0.0 27294500000.0 3846880000.0 151163000.0 -1.6 [-1.6]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 1676060000000000.0 176869000000.0 59180600000.0 41236300.0 0.0 0.0 25438800000.0 3150320000.0 118072000.0 -1.56 [-1.56]
134896000000000.0 1600630000000000.0 171319000000.0 54769000000.0 35310600.0 0.0 0.0 24554500000.0 2851400000.0 104434000.0 -1.54 [-1.54]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 1460530000000000.0 160673000000.0 46907700000.0 25918900.0 0.0 0.0 22869300000.0 2336170000.0 81808600.0 -1.5 [-1.5]
134896000000000.0 1394850000000000.0 155524000000.0 43378500000.0 22194300.0 0.0 0.0 22060000000.0 2112810000.0 72393800.0 -1.48 [-1.48]
134896000000000.0 1332970000000000.0 150577000000.0 40148000000.0 19035000.0 0.0 0.0 21286300000.0 1912880000.0 64149100.0 -1.46 [-1.46]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 1218180000000000.0 141141000000.0 34409100000.0 14028700.0 0.0 0.0 19822100000.0 1569240000.0 50463300.0 -1.42 [-1.42]
134896000000000.0 1164790000000000.0 136634000000.0 31856700000.0 12051700.0 0.0 0.0 19128300000.0 1421630000.0 44788700.0 -1.4 [-1.4]
134896000000000.0 1114370000000000.0 132306000000.0 29516800000.0 10369100.0 0.0 0.0 18465500000.0 1289340000.0 39802100.0 -1.38 [-1.38]
134896000000000.0 1065960000000000.0 128082000000.0 27336100000.0 8919310.0 0.0 0.0 17822300000.0 1168710000.0 35367900.0 -1.36 [-1.36]
134896000000000.0 1019770000000000.0 123990000000.0 25318400000.0 7676410.0 0.0 0.0 17202800000.0 1059290000.0 31443300.0 -1.34 [-1.34]
134896000000000.0 975851000000000.0 120039000000.0 23456800000.0 6612460.0 0.0 0.0 16607900000.0 960765000.0 27974700.0 -1.32 [-1.32]
134896000000000.0 933689000000000.0 116191000000.0 21723800000.0 5695550.0 0.0 0.0 16031500000.0 871214000.0 24889400.0 -1.3 [-1.3]
134896000000000.0 893826000000000.0 112502000000.0 20135200000.0 4913640.0 0.0 0.0 15482200000.0 790701000.0 22172100.0 -1.28 [-1.28]
134896000000000.0 855840000000000.0 108940000000.0 18667400000.0 4242530.0 0.0 0.0 14954600000.0 717883000.0 19764700.0 -1.26 [-1.26]
134896000000000.0 819771000000000.0 105513000000.0 17316000000.0 3667600.0 0.0 0.0 14450100000.0 652208000.0 17635700.0 -1.24 [-1.24]
134896000000000.0 785260000000000.0 102194000000.0 16062500000.0 3172150.0 0.0 0.0 13964000000.0 592589000.0 15742500.0 -1.22 [-1.22]
134896000000000.0 752356000000000.0 98991900000.0 14904100000.0 2746090.0 0.0 0.0 13497600000.0 538610000.0 14062400.0 -1.2 [-1.2]
134896000000000.0 720979000000000.0 95902900000.0 13833400000.0 2379440.0 0.0 0.0 13050100000.0 489722000.0 12570600.0 -1.18 [-1.18]
134896000000000.0 691052000000000.0 92923900000.0 12843600000.0 2063690.0 0.0 0.0 12620800000.0 445421000.0 11245100.0 -1.16 [-1.16]
134896000000000.0 662504000000000.0 90051900000.0 11928400000.0 1791570.0 0.0 0.0 12209100000.0 405272000.0 10066800.0 -1.14 [-1.14]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 609277000000000.0 84615600000.0 10299700000.0 1354290.0 0.0 0.0 11436000000.0 335854000.0 8085800.0 -1.1 [-1.1]
134896000000000.0 584466000000000.0 82044400000.0 9575640000.0 1179260.0 0.0 0.0 11073100000.0 305878000.0 7254860.0 -1.08 [-1.08]
134896000000000.0 560620000000000.0 79550300000.0 8901320000.0 1027260.0 0.0 0.0 10722800000.0 278516000.0 6511310.0 -1.06 [-1.06]
134896000000000.0 538175000000000.0 77181900000.0 8286010000.0 896979.0 0.0 0.0 10391800000.0 253980000.0 5854070.0 -1.04 [-1.04]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 495951000000000.0 72670000000.0 7180830000.0 685196.0 0.0 0.0 9765830000.0 211120000.0 4738540.0 -1.0 [-1.0]
134896000000000.0 476243000000000.0 70538200000.0 6688730000.0 599854.0 0.0 0.0 9472140000.0 192561000.0 4268300.0 -0.98 [-0.98]
134896000000000.0 457410000000000.0 68485200000.0 6232820000.0 525724.0 0.0 0.0 9190610000.0 175675000.0 3847820.0 -0.96 [-0.96]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 422202000000000.0 64604400000.0 5418650000.0 405180.0 0.0 0.0 8661990000.0 146309000.0 3134620.0 -0.92 [-0.92]
134896000000000.0 405747000000000.0 62771100000.0 5055440000.0 356313.0 0.0 0.0 8413930000.0 133558000.0 2832690.0 -0.9 [-0.9]
134896000000000.0 390009000000000.0 61005600000.0 4718520000.0 313698.0 0.0 0.0 8176080000.0 121936000.0 2561930.0 -0.88 [-0.88]
134896000000000.0 374953000000000.0 59305500000.0 4405870000.0 276496.0 0.0 0.0 7948010000.0 111339000.0 2318940.0 -0.86 [-0.86]
134896000000000.0 360548000000000.0 57668200000.0 4115670000.0 243989.0 0.0 0.0 7729290000.0 101674000.0 2100730.0 -0.84 [-0.84]
134896000000000.0 346762000000000.0 56091400000.0 3846170000.0 215552.0 0.0 0.0 7519520000.0 92854500.0 1904610.0 -0.82 [-0.82]
134896000000000.0 333565000000000.0 54572700000.0 3595830000.0 190650.0 0.0 0.0 7318310000.0 84804200.0 1728220.0 -0.8 [-0.8]
134896000000000.0 320929000000000.0 53109800000.0 3363190000.0 168821.0 0.0 0.0 7125280000.0 77453300.0 1569460.0 -0.78 [-0.78]
134896000000000.0 308829000000000.0 51700600000.0 3146930000.0 149665.0 0.0 0.0 6940090000.0 70738800.0 1426450.0 -0.76 [-0.76]
134896000000000.0 297220000000000.0 50341100000.0 2945550000.0 132826.0 0.0 0.0 6762150000.0 64568600.0 1297460.0 -0.74 [-0.74]
134896000000000.0 286098000000000.0 49031100000.0 2758210000.0 118017.0 0.0 0.0 6591360000.0 58929000.0 1181110.0 -0.72 [-0.72]
134896000000000.0 275440000000000.0 47768800000.0 2583850000.0 104981.0 0.0 0.0 6427430000.0 53774700.0 1076060.0 -0.7 [-0.7]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 255429000000000.0 45379700000.0 2270300000.0 83357.6 0.0 0.0 6118960000.0 44754500.0 895358.0 -0.66 [-0.66]
134896000000000.0 246036000000000.0 44249300000.0 2129410000.0 74406.2 0.0 0.0 5973850000.0 40814600.0 817718.0 -0.64 [-0.64]
134896000000000.0 236990000000000.0 43154900000.0 1997570000.0 66473.6 0.0 0.0 5833910000.0 37198400.0 747268.0 -0.62 [-0.62]
134896000000000.0 228383000000000.0 42108300000.0 1875600000.0 59487.0 0.0 0.0 5700600000.0 33913700.0 683701.0 -0.6 [-0.6]
134896000000000.0 220089000000000.0 41094500000.0 1761330000.0 53279.9 0.0 0.0 5571950000.0 30897300.0 625917.0 -0.58 [-0.58]
134896000000000.0 212128000000000.0 40116500000.0 1654680000.0 47773.9 0.0 0.0 5448330000.0 28137400.0 573471.0 -0.56 [-0.56]
134896000000000.0 204485000000000.0 39172800000.0 1555100000.0 42884.6 0.0 0.0 5329500000.0 25612200.0 525832.0 -0.54 [-0.54]
134896000000000.0 197145000000000.0 38262000000.0 1462070000.0 38538.1 0.0 0.0 5215270000.0 23301600.0 482527.0 -0.52 [-0.52]
134896000000000.0 190096000000000.0 37382800000.0 1375140000.0 34670.0 0.0 0.0 5105420000.0 21187500.0 443130.0 -0.5 [-0.5]
134896000000000.0 183324000000000.0 36534000000.0 1293870000.0 31224.0 0.0 0.0 4999790000.0 19253300.0 407263.0 -0.48 [-0.48]
134896000000000.0 176790000000000.0 35710700000.0 1217560000.0 28143.8 0.0 0.0 4897750000.0 17478900.0 374521.0 -0.46 [-0.46]
134896000000000.0 170536000000000.0 34918900000.0 1146460000.0 25400.7 0.0 0.0 4800000000.0 15860900.0 344729.0 -0.44 [-0.44]
134896000000000.0 164524000000000.0 34153900000.0 1079900000.0 22949.0 0.0 0.0 4705930000.0 14381700.0 317544.0 -0.42 [-0.42]
134896000000000.0 158767000000000.0 33417600000.0 1017810000.0 20760.3 0.0 0.0 4615770000.0 13033400.0 292765.0 -0.4 [-0.4]
134896000000000.0 153206000000000.0 32702700000.0 959401000.0 18795.3 0.0 0.0 4528590000.0 11797100.0 270074.0 -0.38 [-0.38]
134896000000000.0 147857000000000.0 32011500000.0 904661000.0 17033.5 0.0 0.0 4444650000.0 10667800.0 249321.0 -0.36 [-0.36]
134896000000000.0 142709000000000.0 31342800000.0 853335000.0 15452.3 0.0 0.0 4363790000.0 9636470.0 230326.0 -0.34 [-0.34]
134896000000000.0 137757000000000.0 30696100000.0 805207000.0 14031.9 0.0 0.0 4285930000.0 8695910.0 212930.0 -0.32 [-0.32]
134896000000000.0 132989000000000.0 30070100000.0 760042000.0 12754.5 0.0 0.0 4210910000.0 7837670.0 196985.0 -0.3 [-0.3]
134896000000000.0 128398000000000.0 29464100000.0 717647000.0 11604.5 0.0 0.0 4138600000.0 7055260.0 182359.0 -0.28 [-0.28]
134896000000000.0 123977000000000.0 28877300000.0 677834000.0 10568.2 0.0 0.0 4068900000.0 6342520.0 168933.0 -0.26 [-0.26]
134896000000000.0 119719000000000.0 28309000000.0 640436000.0 9633.5 0.0 0.0 4001710000.0 5693500.0 156601.0 -0.24 [-0.24]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 107850000000000.0 26706700000.0 541173000.0 7336.71 0.0 0.0 3814090000.0 4079540.0 125237.0 -0.18 [-0.18]
134896000000000.0 104176000000000.0 26204600000.0 511938000.0 6711.87 0.0 0.0 3755890000.0 3637720.0 116394.0 -0.16 [-0.16]
134896000000000.0 100632000000000.0 25717300000.0 484417000.0 6145.49 0.0 0.0 3699700000.0 3237170.0 108242.0 -0.14 [-0.14]
134896000000000.0 97214700000000.0 25244500000.0 458516000.0 5631.74 0.0 0.0 3645480000.0 2875320.0 100723.0 -0.12 [-0.12]
134896000000000.0 93917300000000.0 24785300000.0 434117000.0 5165.2 0.0 0.0 3593100000.0 2548040.0 93782.5 -0.1 [-0.1]
134896000000000.0 90735600000000.0 24339200000.0 411131000.0 4741.17 0.0 0.0 3542500000.0 2252740.0 87371.6 -0.08 [-0.08]
134896000000000.0 87664300000000.0 23905600000.0 389465000.0 4355.43 0.0 0.0 3493610000.0 1986610.0 81446.0 -0.06 [-0.06]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 81835700000000.0 23074300000.0 349289000.0 0.0 0.0 0.0 3400680000.0 1532390.0 70893.1 -0.02 [-0.02]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
